Word,L2.Val.Mean,L2.Val.SD,L2.Val.N,L2.Aro.Mean,L2.Aro.SD,L2.Aro.N,L1.Val.Mean,L1.Val.SD,L1.Val.N,L1.Val.Mean.Young,L1.Val.SD.Young,L1.Val.N.Young,L1.Aro.Mean,L1.Aro.SD,L1.Aro.N,L1.Aro.Mean.Young,L1.Aro.SD.Young,L1.Aro.N.Young,Freq
birdie,5.94,2.11,16,5.14,1.86,22,6.47,2.09,19,7.25,1.98,8,3.43,1.86,21,3.38,2.39,8,253
bishop,4.88,1.26,24,3.59,1.99,29,4.53,2.29,19,4.86,1.35,7,3.77,2.09,22,4.4,2.22,10,855
bit,NA,NA,NA,4.86,2.13,21,5.05,1.5,22,5,1.75,14,3.86,2.39,21,4.33,2.78,9,11987
bitch,3.07,2.16,84,5.14,2.3,77,2.55,2.26,20,3.17,2.66,12,5.95,2.73,21,5.67,2.74,9,8609
bitter,4.29,1.98,14,NA,NA,NA,3.63,2.17,19,4.36,2.42,11,4.64,3.3,22,3.73,3.29,11,568
blackmail,NA,NA,NA,4.68,2.43,19,2.59,1.51,44,2.29,1.35,21,5.44,2.28,43,5.06,2.57,16,394
blacksmith,4.71,1.49,14,4.42,1.69,24,5.58,1.71,19,6.25,1.83,8,3.24,2.08,17,4.29,2.06,7,107
bladder,3.74,1.62,35,4.53,1.91,45,4.58,1.71,19,4.44,2.4,9,3.78,2.09,23,4.7,2.36,10,202
blame,2.64,1.64,86,3.71,1.86,78,2.94,1.92,18,3.45,2.07,11,4.81,2.84,21,4,3.46,9,2998
blank,5.06,1.69,16,3.63,1.8,27,4.67,1.71,21,4.56,2.24,9,2.9,2.29,20,3.89,2.32,9,495
blast,6.2,1.9,15,6.24,1.89,17,4.45,1.99,20,5,1.15,10,4.5,2.09,18,4.9,1.97,10,825
bleach,3.59,1.28,27,4.2,2.07,30,4.62,2.11,21,4.62,2.6,13,5.3,2.45,20,5.75,2.3,12,118
blend,NA,NA,NA,5.2,2.24,20,5.63,1.38,19,4.57,1.13,7,3.48,1.75,21,3.43,2.15,7,218
blessing,7.14,1.61,14,NA,NA,NA,7.18,2.06,22,6.25,2.18,12,4.21,2.42,19,3.3,1.7,10,495
blind,3,1.39,27,4.09,2.27,33,2.8,1.42,40,3,1.5,24,3.73,2.1,22,3.5,1.35,10,2337
bliss,6.57,1.22,14,NA,NA,NA,7.62,0.99,39,7.65,1.03,23,4.13,2.77,23,3.27,2.72,11,160
blond,5.86,1.61,14,NA,NA,NA,6.08,1.95,40,5.57,1.91,14,3,2.25,18,2.9,2.08,10,533
blonde,5.8,1.37,15,5,2.57,17,6,2.24,21,6.46,2.47,13,5.75,2.43,20,6.5,1.88,12,710
blood,3.62,1.99,37,5.77,2.19,47,3.48,1.94,21,3.77,2.01,13,5.76,1.67,21,5.11,1.96,9,9492
blossom,7.4,1.58,58,6.43,2.13,56,7.05,1.5,41,6.55,1.54,20,4.75,2.79,20,4.73,2.9,11,184
blowjob,4.46,2.53,79,5.41,2.18,69,6.16,2.48,19,6,2.55,9,6.5,2.55,24,6.25,2.93,12,82
blue,5.92,1.93,37,4.38,2.31,48,6.53,2.34,19,6.89,2.62,9,3.69,2.4,45,3.81,2.5,26,5222
blueberry,NA,NA,NA,6.05,2.2,21,7.11,2.35,19,7,2.73,8,3.23,2.64,22,2.44,2.65,9,131
blues,4.73,2.28,60,4.24,2.14,58,3.43,2.16,21,4.14,2.12,7,3.61,2.15,23,4.73,2.1,11,523
blur,3.96,1.67,55,4.21,1.74,53,4.45,1.5,20,3.67,1.22,9,3.88,1.96,24,4.17,1.85,12,109
board,5.2,0.94,15,4.46,1.53,26,5.33,1.53,40,5.58,1.95,19,3.52,1.89,21,4.1,2.02,10,3272
boat,6.25,1.65,16,4.11,2.06,27,6.36,1.4,22,6.29,1.59,14,4.05,2.18,21,3.56,2.13,9,4885
bodily,5.13,1.64,15,4.62,2.39,16,4.74,1.45,19,5.25,0.89,8,3.71,2.26,17,4.17,1.72,6,108
body,5.44,1.5,16,4.42,1.58,26,5.95,1.28,40,6.08,1.21,24,4.62,2.11,21,5.1,2.13,10,9972
bodyguard,5.55,2.14,58,5.09,2.28,57,5.29,1.52,21,5.62,1.45,13,4.55,2.37,20,3.75,1.96,12,292
bogus,3.79,1.74,66,4.22,1.92,59,2.84,1.54,19,4.29,0.95,7,5.32,2.19,22,4.9,1.97,10,138
boil,5.14,1.41,14,NA,NA,NA,4.48,1.47,21,4.18,1.47,11,5.42,2.24,19,5.8,1.99,10,303
bolt,5.07,1.75,15,5.62,1.75,16,3.9,1.45,21,3.89,1.45,9,4.55,2.67,20,5,2.45,9,351
bomber,3.12,1.93,80,4.89,2.37,70,2.84,2.14,19,3.38,2.62,8,6.24,2.12,21,6,1.87,13,214
bonding,7,1.69,15,5.82,2.46,17,6.45,1.61,20,6.11,1.69,9,3.81,1.97,21,4.23,1.69,13,155
bone,4.47,1.06,15,4.88,1.45,17,5.24,1.55,21,5.75,1.54,12,4.75,2.59,20,5.44,2.46,9,1329
boner,4.99,2.23,76,5.43,2.24,68,5.33,2.5,21,6,3.83,4,5.15,2.16,20,5.3,2.54,10,119
bonus,7.22,1.75,37,6.5,2.14,48,8.05,1.05,20,8.17,0.98,6,6.9,2.4,20,7,3.23,10,469
boob,5.65,1.7,26,4.97,2.09,30,5.29,2.7,21,5.86,2.34,7,5.3,2.95,23,6.09,3.11,11,153
booby,5.86,2.03,14,NA,NA,NA,7.23,1.82,22,7.1,2.08,10,5.33,2.39,21,4.82,2.44,11,129
boom,5.17,1.93,59,6.3,2.09,56,4.74,1.88,19,5.07,1.69,14,5.57,2,23,5.89,2.26,9,1112
booster,6.14,2.03,14,NA,NA,NA,4.52,1.69,21,3.67,1.67,12,3.39,2.13,23,3.38,2.06,16,135
boot,4.97,1.55,59,4.65,1.63,57,5.3,1.53,20,5.29,1.54,14,3.95,2.17,22,4.75,2.76,8,568
booth,NA,NA,NA,4.9,2.21,21,5.25,1.29,20,5.25,1.54,12,4.35,2.52,20,4.92,2.57,12,1039
booty,5.19,2.18,27,5.33,1.86,30,5.63,1.8,19,4.56,1.42,9,5.43,2.4,21,5.67,2.29,9,313
border,4.87,1.73,15,5.56,2.13,16,4.68,1.46,22,4.12,1.46,8,4.3,2.4,23,4.78,2.68,9,876
bored,3.08,1.66,37,3.04,1.81,48,2.95,1.58,19,3.43,1.27,7,3.65,2.54,20,4.18,2.82,11,1029
boredom,3.21,1.84,34,3.49,2.15,45,2.77,1.69,22,2.38,0.92,8,2.58,1.88,26,2.62,2.22,13,109
boring,2.68,1.8,59,2.62,1.94,58,2.71,1.68,21,2.08,1.16,12,2.85,1.87,20,3.11,2.42,9,1398
born,6.52,2.06,85,6.05,2.45,78,7.33,2.22,18,7.45,2.11,11,3.9,2.68,21,4,2.92,9,4268
borrow,4.73,1.67,15,4.06,1.82,17,5.18,2.02,22,5.75,2.14,12,4.55,2.28,20,4.67,2.06,9,1495
bother,3.94,2.54,16,4.52,2.12,27,4.44,2.41,18,3.82,1.72,11,4.2,2.67,20,3.89,3.06,9,3436
bottom,3.88,1.75,60,4.12,1.85,57,3.61,1.69,18,4,1.67,11,3.19,1.97,21,2.89,2.09,9,2546
bounce,5.74,1.72,35,4.96,2.03,45,6.1,1.21,20,5.91,1.04,11,4.68,2.78,22,5.67,2.4,9,502
bound,4.87,2.2,15,5.24,2.28,17,4.05,1.57,20,4.45,1.81,11,5.55,2.46,20,5.45,2.42,11,940
bounty,5.73,1.58,15,4.64,1.73,25,4.37,1.77,19,3.5,1.52,6,4.85,2.32,20,5.43,2.44,7,366
bouquet,6.73,1.66,78,6.01,1.97,71,6.67,1.73,42,6.56,1.85,18,3.33,2.17,42,3.38,2.04,21,164
bow,5.14,1.41,14,NA,NA,NA,5.46,1.82,24,5.3,1.83,10,3.85,2.39,20,4.56,2.3,9,1034
bowel,4.14,1.7,14,4.46,1.42,26,3.21,1.69,19,3.5,1.72,10,3.57,2.68,21,4.29,2.98,7,183
bowl,5.6,1.18,15,4.29,2.08,17,5.67,1.49,40,5.66,1.63,29,3.21,2.2,47,3.54,2.47,26,1094
bowling,5.44,1.63,16,5.52,2.31,27,6.68,1.57,19,6.5,1.58,10,4.05,2.69,21,2.71,2.56,7,545
boxer,4.88,1.67,16,5.67,1.96,27,5.21,1.99,38,5.55,1.68,22,4.14,2.45,43,4.52,2.18,21,196
boxing,4.81,2.04,16,5.38,2.33,26,4.47,2.59,19,5.82,2.27,11,5.73,3.15,22,5.91,3.02,11,370
boy,6.12,1.59,16,5.76,2.03,25,5.84,1.7,38,5.52,1.72,21,4.11,2.49,45,3.72,2.74,18,27021
boyfriend,6.22,2.43,85,6.15,2.32,78,7.06,2.41,18,6.36,2.34,11,4.9,3.1,21,4.33,3.77,9,3684
bra,5.5,2,60,5.14,2.26,58,5.9,1.76,21,6.12,1.67,16,3.92,2.24,24,3.64,2.37,14,557
brag,4.43,2.65,14,NA,NA,NA,4.05,1.36,20,3.6,1.17,10,3.5,2.19,20,3.25,2.05,8,179
brake,4.29,1.49,35,4.89,1.7,47,4.9,1.51,21,5.57,2.23,7,3.82,2.65,22,4.64,2.66,11,305
brat,3.21,1.96,70,4.44,1.94,64,2.67,1.57,18,2.25,0.89,8,4.67,2.01,21,4.78,1.72,9,317
brave,NA,NA,NA,6.29,1.85,21,7.38,1.46,42,7.38,1.5,29,4.95,2.28,43,4.53,2.33,15,1617
bravery,6.94,1.67,36,5.81,1.94,47,7.38,1.4,21,7.5,1.38,6,5.84,2.29,19,6.2,2.66,10,147
breach,4.04,1.48,52,5,1.68,50,3.67,1.77,21,4.25,1.86,12,3.46,2.64,24,3.8,2.82,10,317
bread,6.78,1.72,37,4.62,2.38,48,6.52,1.94,21,6.83,1.9,12,3.85,2.3,20,4.11,2.15,9,1445
break,6.14,2.51,14,NA,NA,NA,5.1,2.45,21,5.15,2.44,13,4.71,2.26,21,4.56,2.46,9,11275
breakfast,6.94,1.84,16,5.5,2.7,26,7.39,1.79,18,7,2,11,5,2.49,20,5.33,2.6,9,3381
breakthrough,5.38,2.28,16,5.42,2.02,26,6.35,1.76,20,6.21,1.63,14,5.68,2.4,22,4.75,2.14,12,175
breathe,6.31,2.04,83,4.65,2.65,77,7.17,1.69,18,7,1.9,11,2.6,2.19,20,2,2.29,9,2474
breeze,5.43,2.71,14,NA,NA,NA,7.61,1.33,18,7.22,1.48,9,3.2,2.5,44,3.05,2.4,22,410
bribe,3.44,1.73,34,4.77,1.9,44,3.32,0.89,19,3.38,0.52,8,4.44,2.28,18,4.29,2.36,7,308
bridal,6.93,1.94,15,6.35,2.26,17,6.2,2.19,20,6,2.57,11,4.84,2.87,19,5.55,2.66,11,133
bride,6.71,2.05,14,NA,NA,NA,6.8,1.92,40,6.52,1.99,21,4.5,2.82,44,4.36,2.87,14,1235
bridge,5.12,1.45,16,4.62,1.72,26,5.44,1.42,18,5.18,1.4,11,3.48,2.73,21,3.78,3.07,9,2331
brigade,NA,NA,NA,5.08,1.93,13,4.43,1.8,21,5.12,1.73,8,4.44,2.24,25,5.21,1.72,14,163
bring,5.56,1.15,16,4.46,1.92,26,5.68,1.25,22,5.57,1.16,14,4.29,2.05,21,3.67,2.35,9,16685
broadcast,4.6,1.24,15,4.35,1.84,17,4.89,1.94,18,4.78,1.48,9,4.41,2.13,22,4.56,2.13,9,457
broadcasting,5.04,1.06,27,4.88,1.81,32,4.68,1.34,19,5,1.33,10,4.14,2.34,22,4.89,2.15,9,163
broccoli,6.47,2.45,15,4.35,2.37,17,6,2.29,22,5.33,1.8,9,2.48,1.44,21,2.11,1.36,9,116
broken,4.86,2.57,14,NA,NA,NA,2.75,1.35,40,2.89,1.41,19,4.86,2.08,21,4.86,1.95,7,3634
brunette,5.52,1.91,73,5.05,2.13,65,6.35,2.13,20,6.62,1.41,8,4.15,2.64,20,4.6,2.72,10,178
bubble,7,1.96,15,5.88,2.37,17,6.43,2.04,21,7.75,1.89,4,4.19,2.34,21,5.4,2.27,10,408
buck,5.47,1.36,15,5.29,2.26,17,6.5,2.28,18,5.82,2.32,11,4.7,2.74,20,5.44,3.21,9,1721
bucket,4.86,1.27,56,4.45,1.56,55,4.55,1.39,20,4,1.94,9,2.96,1.88,24,3.33,2.19,12,511
buckle,4.67,1.23,15,4.12,1.54,17,5.05,1.67,20,5.1,1.52,10,3.76,2.39,17,4.71,2.63,7,257
buddy,6.27,1.66,26,4.62,2.14,32,7.41,1.37,22,7.36,1.34,14,4.57,2.27,21,4.56,2.3,9,5247
buffet,6.72,2.17,36,5.89,1.93,47,6.05,1.93,20,6.09,1.81,11,4.95,2.7,19,4.6,2.5,10,226
bulb,4.96,1.55,55,4.46,1.7,54,5.86,1.68,21,6.11,2.03,9,3.26,2.4,19,3.44,2.6,9,200
bullshit,2.74,2.02,84,4.42,1.95,77,2.33,1.85,18,2.82,2.09,11,7,2.19,21,7.11,2.98,9,3537
bum,4.33,1.45,15,4.36,1.85,25,3.64,2.24,22,2.5,1.51,8,4.39,2.5,23,4.22,2.99,9,787
bummer,3.86,2.03,14,NA,NA,NA,2.57,1.34,23,2.58,1.31,12,4.32,2.57,22,4.36,2.46,11,212
bumper,4.59,1.31,54,4.6,1.39,52,4.79,1.65,19,5,1.73,13,3.45,1.71,22,3.33,1.67,12,181
bumpy,4.36,1.74,56,4.78,1.82,54,4.3,1.3,20,4.36,1.34,14,4.76,1.67,21,4.08,1.73,12,190
bunch,NA,NA,NA,5.05,1.76,20,5.83,1.69,18,5.64,1.57,11,2.81,1.97,21,2.33,1.8,9,3003
burden,2.81,1.77,85,3.6,1.87,75,3.05,2.09,21,2.75,2.09,12,3.96,2.16,23,4.25,2.29,16,501
bureau,NA,NA,NA,3.85,2.61,13,4.7,1.87,20,4.43,1.45,14,3.74,2.12,23,3.22,2.49,9,568
burglar,2.36,1.76,50,4.92,2.47,48,2.67,1.91,21,3.45,2.34,11,5.32,2.78,22,2.8,2.49,5,282
burial,2.41,1.66,78,3.34,1.86,70,2.65,1.61,40,2.68,1.7,19,4.3,2.27,20,3.29,1.25,7,242
burst,4.33,1.3,27,4.94,2.1,31,5.43,1.21,21,5.56,1.42,9,5.09,2.45,22,5,2.74,5,435
bury,NA,NA,NA,4.1,2.21,21,1.95,1.21,22,2.17,1.19,12,5.55,2.09,20,5.11,1.76,9,1054
bus,4.47,1.8,86,4.37,1.88,78,5.12,1.75,41,5.35,1.22,17,3.83,2.44,23,4.9,2.51,10,3783
businessman,5.5,2.18,84,4.97,2.32,78,5.38,1.83,21,4.44,1.42,9,3.36,2.38,22,3.8,2.17,5,404
bust,4.36,1.79,50,4.8,2.19,49,4.77,2,22,5.25,2.14,12,5.8,2.88,20,6,2.6,9,1406
busy,3.93,2.19,15,5.76,2.44,17,5.41,1.99,22,5.29,2.23,14,4.52,2.68,21,4.56,3.09,9,5433
butler,5.18,2.02,73,4.68,2.13,63,5.62,1.69,21,5.64,2.16,11,2.55,1.6,22,2.2,1.64,5,508
butt,5.05,2.24,58,5.29,2.29,55,5.36,2.26,22,5.83,2.12,12,5.2,3.14,20,5.44,3.36,9,1967
buttercup,5.86,1.41,14,NA,NA,NA,6.83,1.76,18,6.1,1.79,10,3.23,2.18,22,3.44,2.4,9,121
buyer,5.43,1.81,86,4.82,2.04,77,5.9,1.58,21,5.75,2.22,4,3.95,1.96,21,4,2.49,10,264
cab,NA,NA,NA,5.05,1.99,20,4.81,1.66,21,5,1.86,12,4.05,2.39,20,4,2.4,9,1826
cabaret,NA,NA,NA,5,2.37,16,5.81,1.72,21,5.11,1.69,9,4.59,2.42,22,4.4,1.82,5,115
cabin,5.31,1.78,16,3.88,1.95,26,5.9,1.48,21,5.17,1.33,6,3.74,2.33,19,4.89,2.26,9,1002
cabinet,5.43,1.65,14,NA,NA,NA,5.1,1.04,21,5.5,1,4,3.75,2.12,20,4.18,1.99,11,425
cable,5.29,1.43,85,4.85,1.67,79,5.9,1.97,20,5.67,2.29,9,3.52,2.37,23,3.92,2.54,12,1108
caffeine,NA,NA,NA,6.24,2.32,21,6.74,2.1,19,7.44,1.81,9,6.23,2.62,22,5.67,3.08,9,150
cage,3.02,1.95,81,3.96,2.04,73,3.11,1.41,19,2.5,1.05,6,4.2,2.53,20,3.86,3.08,7,1034
cake,7.24,1.86,86,6.95,1.98,79,7.58,1.43,19,8.1,1.1,10,5.33,2.5,21,6.22,2.05,9,2298
calamity,4.02,2.31,46,4.68,2.27,44,3.95,2.16,20,4.09,1.97,11,5.19,2.91,21,6.38,2.2,8,102
caliber,4.82,1.29,17,4.14,1.7,22,4.79,1.58,19,4.17,2.4,6,4.1,2.05,20,4.29,2.29,7,139
camera,5.93,1.33,27,5.21,2.27,33,6.61,2.17,18,6,2.24,11,3.05,2.61,20,3.33,3.35,9,2907
camping,6.33,1.5,15,4.65,2.18,17,6.09,1.8,22,6.25,1.49,8,5.5,2.92,22,6.33,2.6,9,315
canary,5.33,1.2,21,3.96,1.6,28,6.37,1.95,19,6.14,1.21,7,3.5,1.85,22,4.2,1.48,10,149
cancel,3.64,1.93,36,4.59,2.01,49,3.61,1.2,18,3.56,1.51,9,4.29,2.17,21,3.89,2.15,9,933
candidate,5.69,1.08,16,4.69,2.29,26,4.5,1.7,20,4.43,1.87,14,5.32,2.32,22,5.38,2.77,8,434
candy,7.38,1.26,16,5.85,1.99,26,7.27,1.78,41,7.05,2.2,19,5.03,2.33,40,5.29,2.42,17,1825
canned,4.71,1.51,52,4.29,1.69,51,4.32,2.08,19,4.4,1.51,10,3,1.93,22,3.44,1.94,9,214
canvas,NA,NA,NA,3.71,2.34,17,5.67,1.98,21,5.86,2.27,7,2.7,1.58,23,3.09,1.64,11,216
cap,5.33,1.21,27,4.06,1.81,32,5,1.67,19,5.71,1.25,7,3.27,1.78,22,3.9,2.02,10,956
capacity,4.81,1.44,26,4.66,1.72,32,5.14,1.49,21,5,2.16,4,3.67,2.13,21,4.4,2.55,10,413
capital,5.06,1.66,86,4.85,1.95,79,5.29,1.82,21,5.82,1.72,11,3.14,2.08,22,3.8,3.03,5,648
capsule,4.78,1.56,55,4.83,1.76,53,5.6,1.93,20,6.12,2.1,8,3.45,2.19,20,4,2.05,10,130
captain,5.65,1.87,37,5.23,2.04,48,5.71,1.49,21,5.93,1.69,14,3.86,1.93,21,3.56,2.19,9,10622
capture,5.27,2.19,15,5.88,2.42,17,5.05,2.01,20,5.29,1.73,14,5.43,2.11,23,5.44,2.55,9,540
card,5.75,1.71,59,5.43,1.98,58,5.5,1.65,18,5,1.67,11,2.67,1.83,21,1.89,1.36,9,4357
cardboard,4.66,1.24,83,4.24,1.87,75,4.71,1.06,21,4.67,0.89,12,2.25,1.87,24,3,2.31,10,138
cardiac,3.96,1.92,76,4.39,1.79,70,3.73,1.67,22,4.1,2.08,10,4.9,2.79,20,4.18,2.6,11,202
care,7.8,1.37,15,4.47,2.43,17,7.64,1.29,22,7.5,1.34,14,2.67,1.85,21,2.78,2.17,9,24748
careless,3.14,1.81,37,4.81,1.92,48,3.53,1.81,19,4.7,1.34,10,4.27,2.03,22,5.11,1.69,9,251
carpet,6.07,1.33,14,4.12,2.32,17,5.95,1.5,21,5.33,1.5,9,2.77,1.6,22,3.2,1.79,5,594
carrot,6.29,1.73,14,NA,NA,NA,5.79,2.07,19,5.78,2.73,9,3.91,2.81,23,5,2.71,10,195
cart,5.09,1.23,79,4.28,1.84,72,5.37,2.36,19,6.1,1.66,10,3.18,1.92,22,3.67,1.94,9,461
case,4.53,1.55,15,4.24,1.89,17,5.18,1.4,22,5.29,1.64,14,4.14,2.54,21,4.11,2.98,9,14403
casual,5.93,2.02,15,3.82,2.4,17,6.05,1.65,19,5.88,1.81,8,3,2.2,22,2.33,2.24,9,373
catastrophe,2.58,1.35,24,5.47,2.37,30,2.7,1.81,20,2.91,1.58,11,5.64,2.44,22,4.2,2.77,5,126
catchy,5.38,2.03,16,5.17,2.06,24,5.22,2.04,23,5.17,2.21,12,4,2.43,22,4.18,2.36,11,109
category,4.94,1.34,16,4.81,2.06,27,5.05,0.6,20,5.43,0.79,7,2.67,1.56,21,2.86,1.68,7,207
cattle,NA,NA,NA,4.52,2.23,21,5.42,1.59,24,5.5,1.62,12,2.64,1.84,22,2,1.73,5,674
caution,3.66,1.46,59,4.51,1.91,57,3.29,1.27,21,2.83,1.34,12,4,2.45,22,4.07,2.4,15,263
cave,4.33,1.7,58,4.84,1.82,57,5.15,1.87,20,5.6,1.17,10,4.39,2.45,18,4.7,2.87,10,713
caveman,5,1.47,14,5.24,2.46,17,5.4,2.11,20,5.57,2.17,14,4.14,2.4,22,3.75,2.34,12,103
cedar,NA,NA,NA,3.8,1.61,15,6.32,1.52,22,6.25,1.6,12,3.21,1.75,19,3,1.41,10,127
celebrity,6.25,2.12,36,5.49,2.07,47,5.42,2.04,19,5.5,1.27,10,4.86,2.71,22,5,2.96,9,372
cell,4.5,1.55,16,4.78,1.89,27,4.09,2.69,22,5.1,3.07,10,4.23,2.32,43,4.58,2.24,19,2772
center,NA,NA,NA,5.05,2.01,21,5.56,1.76,18,5.27,1.95,11,2.62,1.83,21,2.56,1.94,9,2335
central,4.57,1.22,14,NA,NA,NA,5.33,1.2,21,5.33,1.37,6,3.5,1.91,20,4.1,2.18,10,1262
century,5.31,1.57,59,4.56,1.84,57,5.36,1.47,22,4.9,1.73,10,3.19,1.99,21,3.09,2.26,11,1063
cereal,6.3,1.84,57,5.04,2.4,55,6.45,0.89,20,6.6,1.07,10,3.05,1.88,20,3.5,2,8,324
chain,NA,NA,NA,4.36,2.19,22,4.79,1.55,19,4.5,0.85,10,4.05,2.33,21,4.14,2.67,7,1082
chairman,5.67,1.35,15,4.29,1.83,17,5.57,1.6,21,5.22,1.56,9,3.55,2.15,22,4.6,2.07,5,605
chalk,4.93,1.44,15,3.59,2.24,17,5,1.38,21,5.17,0.75,6,2.9,1.92,20,3.1,2.02,10,183
challenge,6,1.92,14,NA,NA,NA,5.95,2.06,20,6,1.85,8,5.25,2.38,20,5.33,2.69,9,1013
chamber,NA,NA,NA,4.53,1.93,19,4.73,1.58,22,5,1.35,12,4.58,2.57,19,4.5,2.84,10,650
champ,6.06,1.81,16,5.41,2.02,27,6.35,1.98,40,6.2,2.04,15,5.04,2.56,46,5.77,2.51,22,771
champagne,NA,NA,NA,5.58,2.17,19,6.86,1.67,22,6.75,2.01,12,3.8,2.02,20,4.22,2.05,9,1596
chance,6.73,1.75,15,5.94,1.75,17,6.05,1.58,19,6.33,2.06,9,4.3,2.45,20,4.71,2.69,7,12303
change,NA,NA,NA,5.45,1.95,22,5.09,1.93,22,4.5,1.99,14,4.05,2.22,21,3.78,1.92,9,12258
chapter,5.05,1.75,86,4.47,1.94,79,5.7,1.72,20,6,1.66,14,3.86,2.53,22,3.92,2.31,12,604
charge,4.73,1.95,37,5.1,2.01,48,4.61,1.85,18,3.91,1.64,11,4.25,2.75,20,3.78,3.6,9,4559
chariot,5.45,1.22,22,4.21,1.81,28,6.11,1.37,19,6.62,1.19,8,4.11,2.3,18,3.71,1.98,7,103
charitable,6.38,2.06,16,4.4,1.94,25,7.33,1.15,21,7.18,1.4,11,3.5,2.7,22,4.4,3.29,5,104
charm,7.17,1.72,59,6.6,1.93,58,7.34,1.22,41,7.05,1.22,19,4.51,2.56,39,4.85,2.3,20,794
chart,5.2,1.74,15,3.88,2.2,17,5.35,1.14,20,5,0.77,11,3.1,1.89,21,3.44,1.81,9,483
chatter,4.73,2.09,15,5.76,1.86,17,5.9,1.95,21,5.75,2.02,16,4.44,2.65,25,3.5,2.82,14,238
chauffeur,5.26,1.21,23,4.58,2.23,26,5.42,2.36,19,5.67,2.45,9,4.7,1.58,23,4.9,2.23,10,287
cheap,6.4,2.16,15,5,2.28,16,5.24,2.43,21,5.92,2.19,12,4.47,2.59,19,4.22,3.15,9,1848
check,5.4,1.72,60,5.1,2.05,58,6.55,1.87,22,6.71,2.13,14,3.38,2.18,21,3.22,2.64,9,14228
checkup,6,2.22,14,NA,NA,NA,4.48,1.86,23,4.5,2.35,12,4.73,2.37,22,3.82,2.09,11,107
cheek,5.91,1.92,85,5.01,2.26,78,5.9,2.43,21,6.11,2.8,9,3.47,2.8,19,3.22,2.33,9,365
cheerleader,5.8,1.7,15,6.12,2,17,5.79,2.3,19,6,1.53,7,5.5,2.5,22,6.3,2.06,10,329
cheetah,5.61,1.95,51,6.08,2.22,50,6.27,1.72,22,6.62,0.74,8,5.31,2.71,26,5.69,2.69,13,117
chemical,4.08,1.77,37,4.96,1.65,49,4.89,1.88,19,5.38,1.77,8,3.41,2.24,22,3,2.24,9,579
chemistry,4.48,2.35,60,4.69,2.27,58,5.74,1.82,19,6.3,0.82,10,4.59,2.42,22,5.22,2.64,9,442
chest,4.94,1.34,16,5.15,1.96,27,5.18,1.56,22,5.25,1.86,12,4.95,2.52,20,5.22,1.39,9,2090
chew,5.29,1.82,82,4.75,1.74,73,5.58,1.77,19,6.12,1.64,8,3.8,2.24,20,2.38,1.51,8,462
childish,4.55,2.26,84,4.81,2.23,78,4.89,2.18,19,5.57,1.72,7,5,1.95,22,5,2,10,250
chill,5.59,2.47,81,4.7,2.44,76,5.16,2.09,19,5.5,2.51,6,3.25,2.12,20,2.57,1.9,7,828
chilly,4.86,1.29,14,NA,NA,NA,4.41,1.79,22,5.12,0.99,8,5,2.43,23,4.33,2.92,9,220
chin,4.86,1.38,37,3.9,1.8,48,5.07,1.6,41,5.09,1.66,22,3.84,2.06,44,4.4,2,25,647
chip,5.04,1.37,25,4.7,1.94,33,6.32,1.25,19,6.44,1.42,9,2.75,1.92,20,3.29,2.06,7,1051
choir,5.44,2.03,16,4.42,1.59,24,6.15,1.87,20,6.12,1.64,8,3.29,2.15,21,2.9,1.97,10,271
choke,2.5,1.46,16,5.19,2,26,2.42,1.92,19,2.67,2.6,9,5.3,2.74,23,5.5,2.84,10,330
chop,4.44,1.76,36,5.02,1.96,45,4.6,0.99,20,4.43,0.79,7,4.43,2.29,21,5,2.24,7,694
chopper,NA,NA,NA,4.5,1.99,20,5.05,1.53,21,5.09,1.87,11,3.55,2.34,22,2.4,2.07,5,596
chorus,NA,NA,NA,5.11,2.17,18,6,1.41,19,6.67,1.5,9,4.2,1.88,20,4.22,1.92,9,310
chubby,4.42,2.58,53,4.6,2.02,52,4.33,1.81,18,4.22,1.48,9,4.88,2.83,24,4.92,2.87,12,213
chuck,4.92,1.89,13,4,1.55,25,5.06,1.63,18,5.27,1.95,11,3.95,2.79,22,3.73,2.8,11,1096
chug,4.57,1.75,68,4.77,1.81,60,5.2,1.88,20,5,1.41,8,3.19,2.2,21,3.4,2.59,10,119
chunk,4.28,1.58,78,4.34,1.4,70,4.67,1.74,21,4.33,2.07,6,4,1.89,20,4.1,1.66,10,211
chute,4.73,1.58,62,4.61,1.84,56,4.05,1.47,21,3.67,1.61,12,2.71,2.22,24,3.1,2.56,10,184
cigar,3.71,2.87,14,NA,NA,NA,4.4,1.96,20,4.5,1.87,14,4.27,2.31,22,4.42,2.31,12,660
cigarette,3,2.17,15,4.38,2.39,16,3,2.85,22,3.42,3.2,12,4,2.03,20,3.67,2.24,9,1357
cinema,NA,NA,NA,6.62,1.94,21,6.86,1.8,21,6.77,2.09,13,6.05,2.06,20,6.92,1.56,12,198
circuit,NA,NA,NA,5.61,2.15,18,4.82,1.3,22,4.75,0.89,8,4.35,2.33,23,4.11,2.89,9,340
circulation,5.16,1.47,85,4.77,1.8,77,5.71,1.38,21,6.22,1.86,9,4.05,2.95,20,3.78,2.28,9,185
circus,6.22,1.97,37,5.62,1.86,48,5.85,2.13,40,5.78,2.24,18,5.45,2.94,44,4.86,2.8,22,870
